[INFO ] 2025-06-29 04:14:16,451 [main]  com.oltpbenchmark.ThreadBench runRateLimitedMultiPhase - TERMINATE :: Waiting for all terminals to finish ..
[INFO ] 2025-06-29 04:14:16,666 [Thread-2076]  com.oltpbenchmark.ThreadBench run - Starting WatchDogThread
[INFO ] 2025-06-29 04:14:21,047 [main]  com.oltpbenchmark.DBWorkload runWorkload - ======================================================================
[INFO ] 2025-06-29 04:14:21,047 [main]  com.oltpbenchmark.DBWorkload runWorkload - Rate limited reqs/s: Results(state=EXIT, nanoSeconds=3600000000012, measuredRequests=21259744) = 5905.484444424759 requests/sec (throughput), 6428.25027775635 requests/sec (goodput)
[INFO ] 2025-06-29 04:14:21,078 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output Raw data into file: tpcc_2025-06-29_04-14-21.raw.csv
[INFO ] 2025-06-29 04:14:36,675 [Thread-2076]  com.oltpbenchmark.ThreadBench run - Worker Thread Status:


[INFO ] 2025-06-29 04:14:36,984 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output samples into file: tpcc_2025-06-29_04-14-21.samples.csv
[INFO ] 2025-06-29 04:14:37,642 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output summary data into file: tpcc_2025-06-29_04-14-21.summary.json
[INFO ] 2025-06-29 04:14:37,647 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output DBMS parameters into file: tpcc_2025-06-29_04-14-21.params.json
[INFO ] 2025-06-29 04:14:37,651 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output DBMS metrics into file: tpcc_2025-06-29_04-14-21.metrics.json
[INFO ] 2025-06-29 04:14:37,653 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output benchmark config into file: tpcc_2025-06-29_04-14-21.config.xml
[INFO ] 2025-06-29 04:14:37,674 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output results into file: tpcc_2025-06-29_04-14-21.results.csv with window size 5
[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - ======================================================================
[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - Workload Histograms:

Completed Transactions:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [10396495] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Payment/02                          [10033542] *****************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus/03                      [  932932] *******
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [  844793] ******
com.oltpbenchmark.benchmarks.tpcc.procedures.StockLevel/05                       [  933939] *******

Aborted Transactions:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [104849] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [ 87491] ******************************************************************

Rejected Transactions (Server Retry):
<EMPTY>

Rejected Transactions (Retry Different):
<EMPTY>

Unexpected SQL Errors:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [ 519] **************
com.oltpbenchmark.benchmarks.tpcc.procedures.Payment/02                          [2914] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [2214] ************************************************************

Unknown Status Transactions:
<EMPTY>


[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - ======================================================================
[1]+  완료                  nohup ./run_tpcc.sh > tmp2 1>&1
minsky@minsky-MS-7E13:~/benchbase/target/benchbase-mariadb$ ^C





insky@minsky-MS-7E13:~/benchbase/target/benchbase-mariadb$ cat results/tpcc_2025-06-29_04-14-21.results.csv
Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
2990,6022.800,335.539,1.240,109.336,267.189,510.535,714.557,845.432,1115.550,1825.272,0.003
2995,5612.800,365.669,0.996,122.528,286.030,552.874,786.942,934.350,1227.558,2132.863,0.003
3000,3421.800,1548.656,0.909,124.300,332.374,680.933,10105.761,10378.873,10652.190,12040.605,0.001
3005,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
3010,3082.000,259.053,1.044,85.379,211.373,387.016,556.608,663.525,893.291,1457.474,0.004
3015,8085.800,252.698,0.664,83.233,207.571,372.069,538.408,645.319,860.061,1648.930,0.004
3020,8199.600,250.130,0.788,81.730,199.857,375.126,539.565,642.019,851.800,1898.786,0.004
3025,7345.800,279.700,0.857,90.654,224.746,418.308,605.556,713.805,949.404,1532.748,0.004
3030,7052.600,296.465,0.453,96.218,236.942,444.350,634.214,759.594,1022.628,8882.165,0.003
3035,2219.800,1581.382,0.828,104.544,294.879,678.723,7224.112,7467.195,7835.503,8445.860,0.001
3040,1537.000,355.384,2.065,148.343,294.202,516.971,707.551,837.858,1123.951,2005.117,0.003
3045,6012.400,340.897,0.503,93.821,263.774,518.492,753.637,901.632,1218.563,9267.442,0.003
3050,1265.800,2727.626,0.723,112.653,339.118,7799.051,8044.245,8228.467,8502.426,8986.966,0.000
3055,2155.600,288.675,1.420,107.862,247.031,427.672,596.233,697.923,900.972,1462.532,0.003
3060,8386.800,246.116,0.788,87.207,200.072,365.119,521.108,618.527,815.783,1435.345,0.004
3065,7769.000,263.382,0.906,92.206,214.800,389.600,556.047,660.717,882.465,2374.610,0.004
3070,6464.600,321.540,1.039,89.427,224.957,440.771,752.752,1002.952,1418.111,2261.986,0.003
3075,6758.600,302.211,0.562,105.316,237.198,452.806,644.905,768.550,1042.869,1790.293,0.003
3080,6682.800,301.814,0.730,92.116,232.377,455.819,665.222,795.061,1045.468,1638.773,0.003
3085,6493.400,313.057,0.561,90.514,247.353,474.708,684.658,824.640,1109.740,2048.932,0.003
3090,4789.200,799.377,1.639,128.375,307.799,600.920,1027.777,5603.895,6037.027,6707.625,0.001
3095,829.600,342.402,2.861,151.744,300.694,483.799,659.930,798.697,1052.690,1398.243,0.003
3100,8039.800,253.071,0.812,90.306,209.136,372.047,533.919,633.240,837.530,1639.288,0.004
3105,7964.000,260.381,0.972,84.257,208.932,389.597,561.754,669.324,896.457,1458.985,0.004
3110,7234.600,281.193,0.820,92.211,222.694,419.839,604.637,719.746,994.965,1841.452,0.004
3115,6958.000,294.242,1.048,104.826,244.932,433.838,616.996,732.049,963.272,1598.061,0.003
3120,4823.000,422.802,1.070,112.241,276.936,513.627,1007.936,1620.107,1978.969,3070.451,0.002
3125,5965.800,343.551,1.074,113.957,274.650,513.442,734.447,874.146,1165.757,2309.911,0.003
3130,6198.400,331.538,0.608,98.738,258.803,504.839,730.493,861.214,1157.900,2010.911,0.003
3135,5914.400,340.219,0.976,107.120,262.598,509.404,741.988,892.164,1215.018,2143.013,0.003
3140,7739.400,267.664,0.592,87.025,211.315,400.009,583.763,698.189,933.594,1705.922,0.004
3145,7258.400,282.450,0.864,96.510,229.309,422.378,597.866,710.412,931.039,1758.951,0.004
3150,7292.000,280.996,0.828,96.827,228.567,417.593,594.686,704.531,925.880,1517.465,0.004
3155,6472.600,323.803,0.929,108.879,258.605,489.705,693.032,818.885,1099.361,1837.754,0.003
3160,6395.000,317.759,0.750,93.902,242.848,486.512,702.336,841.596,1117.302,2071.687,0.003
3165,5789.000,348.356,0.949,116.263,278.937,529.026,738.664,871.109,1146.781,2130.104,0.003
3170,5647.800,416.548,1.149,112.093,281.938,557.171,909.902,1466.862,1956.607,3025.377,0.002
3175,4202.400,1285.991,2.187,143.544,351.156,684.793,1515.892,9633.536,9980.830,10715.400,0.001
3180,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
3185,1523.200,266.020,1.719,91.348,226.766,394.904,560.054,659.676,861.851,1773.735,0.004
3190,8535.800,241.097,1.022,82.339,198.228,358.063,511.133,614.786,805.374,1327.675,0.004
3195,8526.800,243.288,0.818,78.242,194.293,364.127,525.498,624.370,828.965,1399.438,0.004
3200,7645.400,265.940,0.943,85.636,211.670,398.896,576.241,690.617,900.992,1489.829,0.004
3205,7428.200,277.516,1.333,90.146,220.324,416.922,597.458,712.553,949.956,2252.023,0.004
3210,6588.000,310.505,0.788,107.599,252.159,462.076,656.341,776.327,1035.756,1809.641,0.003
3215,6420.000,325.007,0.969,104.657,252.492,484.975,700.022,845.209,1153.830,2062.637,0.003
3220,6085.000,332.419,1.040,104.238,259.372,508.888,717.764,853.758,1141.686,1939.742,0.003
3225,5596.600,372.143,0.929,119.976,298.829,548.803,805.857,964.593,1316.738,2749.713,0.003
3230,5514.200,373.954,1.453,110.889,290.715,565.113,801.770,938.664,1255.687,11111.029,0.003
3235,1293.400,3221.150,1.703,146.735,381.487,9388.913,9804.776,9944.845,10176.753,10725.345,0.000
3240,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
3245,5124.000,369.086,0.961,110.474,243.655,460.291,786.630,1422.609,1753.305,2447.369,0.003
3250,7863.200,261.689,0.954,85.056,209.499,393.988,563.137,668.336,883.572,1431.020,0.004
3255,7304.800,277.866,0.889,100.769,228.391,411.812,585.566,697.145,917.274,1619.676,0.004
3260,6939.200,299.781,0.880,94.580,238.654,452.751,644.690,770.804,1030.554,4151.068,0.003
3265,2485.800,2101.199,0.513,124.176,337.318,2837.459,8895.650,8958.342,9646.680,12394.962,0.000
3270,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
3275,3418.400,260.438,1.352,85.731,218.642,387.480,554.263,659.691,862.690,1425.343,0.004
3280,8811.000,232.511,0.782,70.598,182.846,342.903,512.317,624.784,838.774,1596.104,0.004
3285,8083.000,253.559,0.766,84.284,205.578,378.653,542.765,642.579,847.761,1488.515,0.004
3290,7574.600,274.055,0.949,87.110,216.663,413.151,592.260,708.288,946.930,1574.990,0.004
3295,7348.200,284.298,1.087,105.710,232.589,419.487,596.300,698.904,939.249,1813.748,0.004
3300,6347.000,315.980,1.046,100.310,244.756,479.152,688.166,820.853,1079.986,2031.970,0.003
3305,6419.600,319.294,1.111,105.294,255.428,480.773,682.703,803.791,1059.638,2102.485,0.003
3310,5776.600,361.918,1.449,124.884,296.098,536.962,757.843,901.881,1204.760,2173.861,0.003
3315,5540.000,363.949,1.189,116.179,297.354,546.569,785.706,925.601,1225.999,1913.636,0.003
3320,5330.400,544.622,0.906,133.198,316.580,625.900,970.320,2959.494,3650.261,4363.316,0.002
3325,3270.400,357.874,0.912,110.865,241.161,442.908,659.936,796.075,3108.601,3629.937,0.003
3330,7038.800,286.228,1.147,95.134,224.455,423.226,618.971,748.236,1011.325,1668.835,0.003
3335,7396.200,279.613,1.014,95.868,224.559,417.692,601.787,709.393,939.797,1886.782,0.004
3340,6879.800,301.990,0.994,93.557,236.132,450.453,665.466,797.315,1058.894,1828.312,0.003
3345,4648.200,560.758,0.890,120.144,289.574,552.341,979.309,2995.096,3479.337,4838.599,0.002
3350,4278.000,354.853,0.812,119.391,277.053,510.836,726.233,871.044,1190.532,8184.858,0.003
3355,688.000,4113.191,1.400,146.387,6644.971,6969.910,7181.894,7338.232,7606.105,8177.441,0.000
3360,4611.400,257.951,0.843,94.665,212.474,384.315,540.805,639.228,842.174,1273.662,0.004
3365,8034.200,257.412,0.857,83.669,206.814,381.051,556.755,665.080,884.792,1561.589,0.004
3370,7769.000,264.260,0.996,84.867,210.736,396.412,567.512,680.661,909.365,1535.557,0.004
3375,7048.800,290.027,1.304,103.936,238.599,430.838,607.336,718.310,952.454,1844.600,0.003
3380,6745.400,302.962,0.778,114.501,247.859,449.327,629.009,729.869,974.635,1932.201,0.003
3385,6370.800,328.529,0.634,100.669,259.854,493.090,717.018,858.437,1147.826,2019.800,0.003
3390,5996.400,338.143,0.989,117.996,270.498,514.664,712.305,837.381,1100.200,2184.463,0.003
3395,5726.800,353.776,1.021,109.867,279.510,538.140,773.801,912.351,1201.190,2088.578,0.003
3400,5499.200,369.898,1.016,113.500,290.822,564.179,806.696,952.455,1275.409,2200.688,0.003
3405,5332.200,380.374,1.009,131.462,298.096,573.801,810.394,960.776,1278.487,3670.896,0.003
3410,4317.600,471.093,1.287,114.204,246.913,474.574,931.024,2360.202,2686.627,3294.898,0.002
3415,4784.600,436.661,1.371,107.018,248.576,479.659,901.461,2028.441,2385.104,3328.828,0.002
3420,6807.800,297.310,0.837,104.077,237.798,447.370,631.756,740.394,959.781,1724.318,0.003
3425,6389.400,324.377,0.946,115.728,265.481,482.553,673.224,808.699,1066.491,1751.628,0.003
3430,3848.600,708.661,0.946,100.532,267.034,569.990,3375.971,3685.296,6413.844,7458.108,0.001
3435,1243.200,1109.957,1.174,204.444,507.414,2720.970,3147.169,3175.498,3851.701,4935.397,0.001
3440,3793.600,1461.030,1.562,114.386,286.004,566.077,10664.480,11003.496,11366.305,12366.533,0.001
3445,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
3450,1674.600,358.578,1.801,116.000,289.168,529.349,769.905,925.619,1224.783,1993.449,0.003
3455,6522.600,306.328,0.686,104.942,240.039,456.035,660.353,786.064,1063.947,1700.102,0.003
3460,7755.000,263.283,0.730,80.699,208.268,395.071,575.845,692.871,905.259,1526.051,0.004
3465,7754.400,265.670,0.688,86.572,216.141,397.507,570.056,673.553,886.782,1544.688,0.004
3470,6863.200,300.444,0.947,97.936,236.768,450.331,644.590,770.318,1032.861,1765.225,0.003
3475,6733.800,302.829,1.120,99.715,245.591,454.998,645.147,768.705,1022.187,1704.949,0.003
3480,6087.400,342.505,1.122,112.876,271.885,516.918,733.422,866.840,1149.421,1957.920,0.003
3485,6095.800,333.489,1.079,114.103,265.723,501.021,714.181,839.586,1125.377,1885.663,0.003
3490,5489.600,376.472,1.476,119.041,298.347,571.588,810.409,957.463,1271.351,2367.926,0.003
3495,5477.400,371.216,1.163,114.565,294.653,559.983,803.082,953.124,1293.860,2286.597,0.003
3500,5372.000,377.568,1.421,123.492,300.093,570.148,813.308,951.486,1260.832,2457.451,0.003
3505,7121.600,445.822,1.119,98.391,236.749,458.276,715.195,3082.866,3413.524,4327.157,0.002
3510,2774.600,321.525,1.128,129.864,257.823,480.729,666.646,774.840,1047.291,1724.952,0.003
3515,7372.800,279.452,1.329,91.215,221.553,419.365,601.907,714.051,956.437,1715.260,0.004
3520,6353.800,322.783,0.544,107.149,259.353,480.201,686.557,824.864,1115.846,2004.305,0.003
3525,6246.800,333.505,0.611,97.697,262.234,509.650,734.253,871.395,1148.115,2160.270,0.003
3530,4096.200,495.929,0.946,125.169,308.072,615.160,1545.773,1891.820,2239.720,3421.319,0.002
3535,4644.800,1294.835,0.870,123.333,305.785,632.112,1124.298,10958.966,11597.650,12121.803,0.001
3540,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
3545,348.800,380.806,21.178,268.364,349.072,479.414,632.486,726.071,909.420,1236.134,0.003
3550,7773.400,256.920,1.318,95.941,211.581,373.497,536.520,645.295,853.991,1796.955,0.004
3555,8305.200,249.525,0.790,83.253,202.136,372.717,530.772,636.980,845.582,1671.245,0.004
3560,7401.600,276.775,0.991,95.248,224.382,415.842,586.758,689.934,913.803,1670.144,0.004
3565,7051.400,295.421,1.016,96.157,236.902,441.967,639.180,758.327,982.321,1901.576,0.003
3570,4114.800,488.486,0.564,119.051,285.774,573.106,1464.210,1930.664,2420.309,3257.793,0.002
3575,6259.000,328.053,1.324,110.250,256.788,493.128,704.007,842.261,1119.776,1809.417,0.003
3580,5884.600,352.460,1.147,110.294,279.782,535.907,770.409,906.745,1185.229,1983.917,0.003
3585,5892.200,349.367,0.827,108.630,271.816,528.311,758.991,906.198,1216.048,2153.718,0.003
3590,6735.800,293.412,0.908,93.979,225.225,431.885,645.533,783.597,1053.955,1855.795,0.003
3595,6986.000,263.591,0.555,89.541,209.849,393.491,563.240,669.358,913.210,1553.610,0.004
minsky@minsky-MS-7E13:~/benchbase/target/benchbase-mariadb$ 









2025-06-29  2:50:34 138533363787584 [Note] /home/minsky/mariadb-10.2/sql/mysqld (mysqld 10.2.44-1-MariaDB) starting as process 132968 ...
New Zoned Block Device: /dev/nvme1n2info.nr_zones 904
Debug: max_nr_active_zones=14, max_nr_open_zones=14
Zone block device nr zones: 904 max active: 14 (12) max open: 14(12) 
zone_rep->ZoneCount() 904
active io zones :  0
io_zones.size() : 100
zone sz 0
device free space : 204800
2025-06-29  2:50:35 138533363787584 [Note] RocksDB: Got ENOENT when listing column families
2025-06-29  2:50:35 138533363787584 [Note] RocksDB:   assuming that we're creating a new database
2025-06-29  2:50:35 138533363787584 [Note] RocksDB: Column Families at start:
2025-06-29  2:50:35 138533363787584 [Note]   cf=default
2025-06-29  2:50:35 138533363787584 [Note]     write_buffer_size=67108864
2025-06-29  2:50:35 138533363787584 [Note]     target_file_size_base=67108864
starting bg_reset_workerrocksdb_init_func@@@@@ env is nullptr ? no 0x60a5b589fb40 filesystem 0x60a5b58ec8c0
rocksdb_reset_scheme 1
RocksDB Options:
  max_background_compactions           = 8
  max_subcompactions                   = 8
  max_background_flushes               = 8
  level0_stop_writes_trigger           = 8
  level0_file_num_compaction_trigger   = 4
  level0_slowdown_writes_trigger       = 8
  soft_pending_compaction_bytes_limit  = 171798691840
  hard_pending_compaction_bytes_limit  = 171798691840
reclaim until 25~25
reset_scheme 1 partial_reset_scheme 1 tuning_point 0 allocation_scheme 2 compaction_scheme 0 input_aware_scheme 0 zc_scheme 3 alpha_value 0.500000 sigma_value 0.000000 disable finish 1 predict_cnt 8
ZenFS::SetResetScheme: r = 1, T = 0, allocation_schme = 2, zc_scheme = 3, finish_scheme = 1, predict_cnt = 8
zbd_->SetResetScheme: r = 1, T = 0, allocation_schme = 2, zc_scheme = 3, finish_scheme = 1, predict_cnt = 8
other options 0
other options 0
other options 0
0 : 0
1 : 0
2 : 0
3 : 0
4 : 0
5 : 0
6 : 0
7 : 0
8 : 0
9 : 0
10 : 0
11 : 0
12 : 0
13 : 0
14 : 0
15 : 0
16 : 0
17 : 0
18 : 0
19 : 0
20 : 0
21 : 0
22 : 0
23 : 0
24 : 0
25 : 0
26 : 0
27 : 0
28 : 0
29 : 0
30 : 0
31 : 0
32 : 0
33 : 0
34 : 0
35 : 0
36 : 0
37 : 0
38 : 0
39 : 0
40 : 0
41 : 0
42 : 0
43 : 0
44 : 0
45 : 0
46 : 0
47 : 0
48 : 0
49 : 0
50 : 0
51 : 0
52 : 0
53 : 0
54 : 0
55 : 0
56 : 0
57 : 0
58 : 0
59 : 0
60 : 0
61 : 0
62 : 0
63 : 0
64 : 0
65 : 0
66 : 0
67 : 0
68 : 0
69 : 0
70 : 0
71 : 0
72 : 0
73 : 0
74 : 0
75 : 0
76 : 0
77 : 0
78 : 0
79 : 0
80 : 0
81 : 0
82 : 0
83 : 0
84 : 0
85 : 0
86 : 0
87 : 0
88 : 0
89 : 0
90 : 0
91 : 0
92 : 0
93 : 0
94 : 0
95 : 0
96 : 0
97 : 0
98 : 0
99 : 0
100 : 0
2025-06-29  2:50:35 138533363787584 [Note] RocksDB: creating a column family __system__
2025-06-29  2:50:35 138533363787584 [Note]     write_buffer_size=67108864
2025-06-29  2:50:35 138533363787584 [Note]     target_file_size_base=67108864
2025-06-29  2:50:35 138533363787584 [Note] RocksDB: Table_store: loaded DDL data for 0 tables
2025-06-29  2:50:35 138533363787584 [Note] RocksDB: global statistics using get_sched_indexer_t indexer
2025-06-29  2:50:35 138533363787584 [Note] MyRocks storage engine plugin has been successfully initialized.
2025-06-29  2:50:35 138533363787584 [Note] InnoDB: Mutexes and rw_locks use GCC atomic builtins
2025-06-29  2:50:35 138533363787584 [Note] InnoDB: Uses event mutexes
2025-06-29  2:50:35 138533363787584 [Note] InnoDB: Compressed tables use zlib 1.2.11
2025-06-29  2:50:35 138533363787584 [Note] InnoDB: Using Linux native AIO
2025-06-29  2:50:35 138533363787584 [Note] InnoDB: Number of pools: 1
2025-06-29  2:50:35 138533363787584 [Note] InnoDB: Using SSE2 crc32 instructions
2025-06-29  2:50:35 138533363787584 [Note] InnoDB: Initializing buffer pool, total size = 128M, instances = 1, chunk size = 128M
2025-06-29  2:50:35 138533363787584 [Note] InnoDB: Completed initialization of buffer pool
2025-06-29  2:50:35 138531298186816 [Note] InnoDB: If the mysqld execution user is authorized, page cleaner thread priority can be changed. See the man page of setpriority().
2025-06-29  2:50:35 138533363787584 [Note] InnoDB: Highest supported file format is Barracuda.
2025-06-29  2:50:35 138533363787584 [Note] InnoDB: Resizing redo log from 2*5242880 to 2*50331648 bytes; LSN=1628253
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: Starting to delete and rewrite log files.
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: Setting log file ./ib_logfile101 size to 50331648 bytes
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: Setting log file ./ib_logfile1 size to 50331648 bytes
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: Renaming log file ./ib_logfile101 to ./ib_logfile0
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: New log files created, LSN=1628253
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: 128 out of 128 rollback segments are active.
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: Creating shared tablespace for temporary tables
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: Setting file './ibtmp1' size to 12 MB. Physically writing the file full; Please wait ...
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: File './ibtmp1' size is now 12 MB.
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: Waiting for purge to start
2025-06-29  2:50:36 138533363787584 [Note] InnoDB: 5.7.38 started; log sequence number 1628253
2025-06-29  2:50:36 138531007620672 [Note] InnoDB: Loading buffer pool(s) from /home/minsky/mariadb-10.2/mysql-test/var/install.db/ib_buffer_pool
2025-06-29  2:50:36 138531007620672 [Note] InnoDB: Buffer pool(s) load completed at 250629  2:50:36
2025-06-29  2:50:36 138533363787584 [Note] Plugin 'FEEDBACK' is disabled.
2025-06-29  2:50:36 138533363787584 [Note] Server socket created on IP: '::'.
2025-06-29  2:50:36 138533363787584 [Note] Reading of all Master_info entries succeeded
2025-06-29  2:50:36 138533363787584 [Note] Added new Master_info '' to hash table
2025-06-29  2:50:36 138533363787584 [Note] /home/minsky/mariadb-10.2/sql/mysqld: ready for connections.
Version: '10.2.44-1-MariaDB'  socket: '/tmp/mysql.sock'  port: 3307  Source distribution
0	100	2	2	5	0	0	0	
50	98	35	1971692	9	0	0	0	
100	89	73	15346448	840009	0	0	0	
150	80	116	28409014	1680009	0	0	2	
200	74	157	40055706	2504911	0	0	6	
250	71	196	49823418	3147016	0	0	13	
300	62	235	60250451	3549288	0	0	15	
350	54	277	73137151	4260009	0	0	18	
400	49	317	86214019	5040009	0	0	23	
450	44	362	99468418	5880009	0	0	29	
500	36	405	112567652	6720009	0	0	32	
550	32	450	123654154	7530009	8	138	40	
600	33	497	133152461	8043926	27	410	52	
650	27	541	144502147	8589431	59	847	57	
700	31	586	157324846	9300009	641	4360	74	
750	29	630	170494939	10140009	842	5553	84	
800	30	678	183111554	10950009	1321	8568	97	
850	28	720	195027917	11790009	2120	12287	108	
900	31	765	203890261	12292538	3034	17407	123	
950	29	805	214461651	12750009	4247	23347	133	
1000	31	843	226606838	13530009	5995	31226	147	
1050	29	886	238930737	14340009	7031	36770	158	
1100	28	927	247609650	14963609	8993	45664	169	
1150	28	961	265230827	15782783	9957	50166	178	
1200	32	983	277639512	16327387	12134	60636	189	
1250	33	1002	288554710	16801579	13606	68008	198	
1300	32	1024	300731793	17327952	13607	68074	202	
1350	35	1051	311936654	17811929	14232	70935	211	
1400	30	1074	323238937	18302503	14813	73710	214	
1450	30	1090	334102069	18774729	16428	81913	220	
1500	30	1109	344478057	19225546	18454	93754	232	
1550	31	1129	356355086	19744285	20374	102581	240	
1600	29	1149	368227230	20258290	21030	105958	245	
1650	31	1164	376892491	20640629	24625	124360	259	
1700	32	1184	389433998	21185044	24625	124360	264	
1750	31	1204	400513732	21663593	25749	130639	271	
1800	32	1225	411741161	22153764	27326	139145	280	
1850	30	1243	421711001	22583202	28081	143262	285	
1900	31	1264	431320476	23003166	30560	155442	296	
1950	29	1287	443296475	23526402	30936	157709	300	
2000	30	1304	453745426	23982112	32919	167376	310	
2050	30	1321	464049454	24424612	33533	169998	314	
2100	32	1340	473421341	24835717	36293	183240	327	
2150	30	1359	484986884	25339102	36293	183240	330	
2200	29	1380	495902264	25810744	37369	189953	338	
2250	32	1399	507135597	26300169	39151	200210	349	
2300	29	1416	517355861	26738150	39639	202409	352	
2350	30	1432	526832062	27149262	42455	218156	363	
2400	32	1452	539408860	27699478	43483	225123	372	
2450	31	1473	550348514	28175159	45273	235475	381	
2500	28	1492	562108133	28686959	45273	235475	382	
2550	30	1508	571672361	29103868	48149	249927	393	
2600	29	1525	581420053	29522020	48897	253252	399	
2650	29	1542	591359255	29952340	51377	267599	409	
2700	27	1566	603662627	30490335	52012	271989	414	
2750	31	1581	613624872	30922915	55365	288776	427	
2800	31	1600	624457954	31399327	56691	295883	434	
2850	29	1617	635958633	31900885	57961	303588	440	
2900	28	1637	646557745	32360925	59640	311954	446	
2950	28	1654	656613751	32799256	62150	324103	454	
3000	29	1670	665446895	33186571	65306	340716	467	
3050	30	1689	677049838	33690401	66424	345800	473	
3100	30	1709	686035240	34078431	68659	357352	482	
3150	31	1726	695914132	34508861	70757	367039	491	
3200	30	1744	707967213	35032751	71456	371992	496	
3250	31	1761	717520757	35446888	73859	382602	504	
3300	30	1778	727403360	35876532	76350	395846	512	
3350	29	1793	736785712	36280260	77247	400151	517	
3400	32	1812	746426100	36701442	79515	411335	530	
3450	31	1830	757045975	37162366	80933	420058	536	
3500	29	1843	767660567	37619521	82032	425902	540	
3550	29	1866	778360413	38085616	83383	432652	548	
3600	28	1887	788914188	38543223	85121	441386	554	
3650	30	1901	797516813	38914422	88910	458714	565	
3700	32	1919	807641964	39356727	90702	467393	574	
3750	29	1936	818488190	39829567	91581	472922	578	
3800	32	1952	826604447	40183543	94458	488034	591	
3850	27	1975	838163073	40685612	94458	488034	591	
3900	31	1987	845722157	41014532	98778	508786	605	
3950	31	2007	855799596	41451711	100996	519705	612	
4000	33	2022	865391543	41871101	103677	532088	622	
4050	31	2041	876524000	42353674	104517	537519	627	
4100	28	2058	885037983	42721673	106782	549609	635	
4150	30	2076	895999326	43198092	107834	554855	641	
4200	30	2090	904864844	43582215	110144	566581	650	
4250	30	2108	914710792	44010257	112635	580511	659	
4300	29	2129	926215234	44511024	113584	586184	664	
4350	30	2150	935750572	44927931	115955	597945	672	
4400	29	2168	945344874	45346216	118228	609149	679	
4450	29	2185	954914575	45762221	120421	619610	686	
4500	31	2201	963511632	46136147	124331	639063	698	
4550	31	2218	973828573	46587286	125365	645955	706	
4600	27	2236	984162313	47035772	125828	649704	709	
4650	28	2253	994793565	47496762	127381	656053	715	
4700	31	2264	1002031454	47811353	131801	678518	729	
4750	29	2283	1013054934	48290367	132423	681657	733	
4800	29	2299	1023181813	48733013	134270	691878	740	
4850	27	2318	1033171865	49164493	135177	695822	744	
4900	30	2332	1041148641	49510446	138679	713461	756	
4950	27	2352	1050973093	49934250	139667	716469	760	
5000	30	2371	1059887480	50325524	142605	732915	772	
5050	28	2402	1063802915	50497240	143160	735667	780	
5100	28	2402	1063802915	50497240	143160	735667	780	
5150	28	2402	1063802915	50497240	143160	735667	780	
